 w1,w2,w3
 2822653, 1657559, 2117961
 2822579, 1657591, 2118260
 2822668, 1657726, 2118278
 2822274, 1657335, 2118494
 2822415, 1658042, 2118056
 2822565, 1657828, 2118385
 2822416, 1658534, 2118269
 2822071, 1657994, 2118048
 2822338, 1658158, 2118128
 2822501, 1658061, 2117976
 2821738, 1657828, 2118262
 2822495, 1658208, 2118068
 2822468, 1657662, 2118145
 2822188, 1658261, 2118163
 2822150, 1658483, 2117943
 2822382, 1657812, 2118183
 2822601, 1657812, 2118402
 2822657, 1658243, 2118060
 2822521, 1658309, 2117922
 2822356, 1657570, 2118079
 2821915, 1658894, 2118157
 2822376, 1657770, 2118083
 2822312, 1657872, 2118158
 2822656, 1657454, 2118204
 2822258, 1658007, 2118086
 2822400, 1658237, 2118081
 2822381, 1658408, 2117912
 2822606, 1657858, 2117997
 2822088, 1657224, 2118060
 2822328, 1657487, 2118001
 2822697, 1658256, 2118106
 2822374, 1658392, 2118134
 2822354, 1657629, 2118231
 2822784, 1658270, 2118115
 2822604, 1657479, 2118387
 2822822, 1657930, 2118159
 2822480, 1657961, 2118205
 2822336, 1657075, 2118099
 2822519, 1658205, 2118184
 2822903, 1657957, 2118125
 2822104, 1658081, 2117959
 2822926, 1657937, 2118166
 2822057, 1658022, 2118355
 2822576, 1658372, 2118157
 2822447, 1657463, 2117786
 2822808, 1657603, 2117928
 2821967, 1657755, 2118238
 2823150, 1657248, 2118138
 2821811, 1658120, 2118062
 2823020, 1658143, 2118175
 2822149, 1657829, 2118308
 2822385, 1658093, 2118130
 2822701, 1657824, 2118018
 2822961, 1657888, 2117969
 2822459, 1657843, 2118157
 2822016, 1658022, 2118202
 2822705, 1658140, 2118328
 2822182, 1657964, 2118076
 2822636, 1657760, 2117809
 2822793, 1658152, 2118202
 2822705, 1657756, 2117859
 2822669, 1658008, 2117990
 2821974, 1658529, 2118088
 2822720, 1657905, 2118182
 2822363, 1657795, 2118072
 2822194, 1658296, 2118172
 2821921, 1658143, 2118199
 2822534, 1657970, 2117986
 2822201, 1657955, 2118270
 2822376, 1657998, 2118143
 2822066, 1658076, 2117929
 2822850, 1658870, 2117976
 2822501, 1658217, 2118048
 2822751, 1657577, 2118288
 2822702, 1657892, 2118139
 2822532, 1658539, 2118323
 2822429, 1657385, 2118325
 2822271, 1658510, 2118451
 2821896, 1657989, 2118097
 2822260, 1658470, 2118237
 2822477, 1657159, 2117951
 2822376, 1657313, 2118059
 2822185, 1657727, 2118224
 2822871, 1658052, 2117868
 2822429, 1658085, 2118285
 2822652, 1657806, 2118175
 2822385, 1657646, 2118164
 2822024, 1658458, 2118263
 2822620, 1657361, 2118096
 2822371, 1658207, 2118106
 2822519, 1658176, 2118381
 2821939, 1658245, 2118022
 2822070, 1658183, 2117836
 2822915, 1657329, 2118170
 2822109, 1657849, 2118172
 2821938, 1658153, 2118330
 2822481, 1657952, 2117984
 2822190, 1658199, 2118182
 2822852, 1657594, 2118174
 2822276, 1658392, 2118196
 2822516, 1658326, 2117991
 2822376, 1657601, 2118384
 2822321, 1657936, 2118134
 2822785, 1658183, 2118429
 2822562, 1658231, 2118166
 2822389, 1658109, 2117987
 2822283, 1658772, 2118159
 2822231, 1657645, 2118237
 2822349, 1658049, 2117882
 2822721, 1657565, 2118083
 2822121, 1657841, 2118150
 2822435, 1657265, 2118243
 2822594, 1657520, 2118262
 2822394, 1658076, 2118444
 2822450, 1658353, 2118230
 2822368, 1657836, 2117963
 2822578, 1658539, 2117899
 2823098, 1658217, 2118309
 2822449, 1658622, 2118330
 2822576, 1657903, 2117858
 2822641, 1657965, 2118129
 2822797, 1657831, 2117825
 2822590, 1658220, 2118249
 2822432, 1657752, 2118039
 2822596, 1657799, 2118061
 2822492, 1658619, 2118112
 2822418, 1658091, 2118205
 2822011, 1657519, 2118195
 2822585, 1658290, 2118079
 2822520, 1658464, 2118179
 2822122, 1657810, 2118378
 2822470, 1657905, 2118016
 2822300, 1658386, 2118192
 2822397, 1657786, 2118179
 2821701, 1658081, 2118241
 2822410, 1658295, 2118231
 2822671, 1658009, 2118033
 2822343, 1657927, 2117966
 2822404, 1658044, 2118149
 2822700, 1657984, 2118196
 2822797, 1657394, 2117980
 2822629, 1658745, 2118197
 2822226, 1658983, 2118157
 2822508, 1657878, 2118286
 2822260, 1658763, 2117967
 2822656, 1657782, 2118125
 2821836, 1657827, 2117988
 2822111, 1657586, 2118093
 2822701, 1658145, 2118064
 2822243, 1658068, 2118164
 2822392, 1658263, 2118119
 2821730, 1658652, 2118147
 2822680, 1658488, 2117958
 2822448, 1658241, 2118276
 2822362, 1657431, 2117957
 2822162, 1658511, 2118007
 2822627, 1658323, 2118423
 2822225, 1657380, 2118113
 2822681, 1657858, 2118160
 2822756, 1658159, 2117794
 2822102, 1658056, 2118076
 2822507, 1658344, 2118188
 2821916, 1657648, 2118089
 2822898, 1659110, 2117988
 2822563, 1658844, 2117969
 2822992, 1657976, 2118325
 2822101, 1657911, 2118298
 2823300, 1657881, 2117932
 2822653, 1658158, 2118105
 2822883, 1658127, 2117877
 2822464, 1657282, 2118032
 2821927, 1657504, 2118063
 2822666, 1658699, 2118163
 2822201, 1658187, 2118164
 2822425, 1658256, 2118176
 2822865, 1658060, 2118219
 2822267, 1658055, 2118120
 2822399, 1658666, 2117863
 2822383, 1657527, 2117968
 2822585, 1658267, 2118002
 2823074, 1657551, 2117891
 2822469, 1657895, 2118194
 2822338, 1658038, 2118303
 2823126, 1658258, 2118104
 2822409, 1657298, 2118021
 2822342, 1657904, 2117900
 2822525, 1658673, 2118177
 2822687, 1658545, 2117891
 2823013, 1658325, 2118034
 2821979, 1658111, 2118196
 2822203, 1658404, 2117926
 2822705, 1657546, 2118207
 2822189, 1656906, 2117988
 2822585, 1657244, 2118244
 2822313, 1658071, 2118187
 2822184, 1657848, 2118147
 2822325, 1658098, 2118024
 2822808, 1658014, 2118248
 2822988, 1657410, 2117896
 2822218, 1658354, 2117999
 2821877, 1657709, 2118151
 2822937, 1657624, 2118027
 2822441, 1658236, 2118255
 2822244, 1657731, 2118347
 2822650, 1657897, 2118258
 2822371, 1657743, 2118075
 2821329, 1658167, 2118232
 2822804, 1657840, 2118080
 2822831, 1657909, 2118195
 2823075, 1657964, 2118154
 2822565, 1657714, 2118190
 2822820, 1657920, 2117886
 2822500, 1658492, 2118220
 2822877, 1658653, 2117653
 2822126, 1657374, 2118163
 2822971, 1658059, 2118052
 2822330, 1658154, 2118131
 2822236, 1657798, 2118158
 2821993, 1657173, 2118271
 2822089, 1657970, 2118163
 2822356, 1658399, 2118175
 2822715, 1657779, 2117941
 2822798, 1658335, 2118172
 2822053, 1658551, 2118026
 2822625, 1657609, 2118016
 2822089, 1658440, 2118111
 2821876, 1658158, 2118167
 2822630, 1657802, 2118283
 2822176, 1658047, 2117724
 2821631, 1657865, 2118198
 2822791, 1658212, 2118080
 2822501, 1658355, 2117923
 2822590, 1658141, 2118161
 2822183, 1657830, 2117950
 2822152, 1657927, 2118021
 2822292, 1657973, 2118093
 2822452, 1657781, 2118099
 2822266, 1657924, 2118148
 2822238, 1658224, 2117623
 2822303, 1658361, 2118292
 2822550, 1658306, 2118223
 2822318, 1657867, 2118195
 2822376, 1657807, 2118128
 2822384, 1658003, 2118092
 2822494, 1658016, 2117813
 2821662, 1657419, 2117916
 2821885, 1657980, 2118116
 2821949, 1658511, 2118052
 2822561, 1657722, 2118190
 2822664, 1658884, 2118369
 2822313, 1657892, 2118229
 2822615, 1658224, 2117988
 2822591, 1658122, 2118017
 2822853, 1657714, 2118286
 2822663, 1658353, 2117998
 2822736, 1658200, 2118165
 2822265, 1658173, 2117943
 2822449, 1658406, 2117903
 2822192, 1657787, 2118011
 2822830, 1658284, 2118048
 2822190, 1657634, 2118035
 2822054, 1658242, 2118087
 2822596, 1657861, 2118035
 2822358, 1658457, 2118030
 2822033, 1657521, 2117997
 2821931, 1658226, 2117910
 2822396, 1657546, 2118220
 2822416, 1657664, 2118159
 2822797, 1658097, 2118188
 2822173, 1657474, 2118404
 2822388, 1658056, 2118199
 2822696, 1657772, 2118121
 2822418, 1658327, 2118030
 2822754, 1658461, 2118242
 2822639, 1657739, 2118134
 2822336, 1658057, 2117978
 2822149, 1658418, 2117936
 2821964, 1657769, 2118189
 2822596, 1657785, 2117925
 2822264, 1657943, 2118163
 2822481, 1657728, 2118178
 2821645, 1657541, 2118069
 2822630, 1657534, 2117976
 2821860, 1658957, 2118025
 2823084, 1657923, 2118216
 2823050, 1658041, 2118006
 2822873, 1657729, 2118156
 2822069, 1658220, 2118215
 2822465, 1657771, 2118005
 2822885, 1657537, 2118104
 2822753, 1657413, 2118154
 2822162, 1657934, 2118138
 2822242, 1657788, 2117970
 2821896, 1658053, 2118045
 2822521, 1658071, 2118155
 2822113, 1657846, 2118142
 2822140, 1657761, 2118085
 2822131, 1657616, 2117919
 2822337, 1657830, 2118098
 2821983, 1658295, 2118081
 2822886, 1658012, 2118246
 2822087, 1658658, 2118394
 2822006, 1657791, 2118048
 2822311, 1658273, 2117873
 2822412, 1657841, 2118137
 2822407, 1658354, 2117953
 2822683, 1658154, 2118117
 2822453, 1658153, 2118207
 2822525, 1658805, 2118174
 2822492, 1658518, 2118016
 2822443, 1658266, 2118080
 2822148, 1658188, 2117825
 2822746, 1657246, 2118225
 2822405, 1657020, 2118164
 2822818, 1657976, 2118089
 2822054, 1657970, 2117870
 2822048, 1657631, 2118109
 2823047, 1657857, 2117965
 2821541, 1657936, 2117850
 2822281, 1657840, 2118089
 2821909, 1658819, 2117970
 2822137, 1657602, 2118108
 2822110, 1658071, 2118100
 2822408, 1658098, 2117747
 2821755, 1657559, 2118088
 2822022, 1658703, 2118040
 2822609, 1658450, 2118046
 2822903, 1658310, 2118128
 2822120, 1657864, 2117996
 2822067, 1657977, 2118257
 2822307, 1658825, 2118035
 2822862, 1657416, 2117998
 2822656, 1658110, 2118157
 2822374, 1658342, 2118001
 2822087, 1657868, 2117915
 2822218, 1658064, 2118013
 2822809, 1658127, 2117759
 2821972, 1658116, 2118097
 2822216, 1658610, 2117903
 2821939, 1658244, 2117864
 2822533, 1657578, 2118104
 2822661, 1657929, 2118001
 2822646, 1657820, 2118092
 2822136, 1658068, 2118088
 2821519, 1659115, 2118133
 2822583, 1658968, 2118050
 2822542, 1657921, 2117961
 2822035, 1657572, 2117988
 2821885, 1657940, 2118069
 2822393, 1657447, 2118244
 2822411, 1657599, 2117927
 2822140, 1657849, 2117894
 2822271, 1658747, 2118082
 2822698, 1658100, 2117973
 2822097, 1658409, 2117935
 2822490, 1658032, 2117872
 2822714, 1658081, 2118093
 2822562, 1658003, 2118307
 2822302, 1658200, 2118198
 2822092, 1658270, 2118139
 2822272, 1658426, 2118019
 2822367, 1657788, 2118173
 2822038, 1658210, 2117994
 2822358, 1658034, 2117876
 2822425, 1657730, 2118097
 2822361, 1657920, 2118035
 2822314, 1657484, 2117902
 2822125, 1658206, 2118126
 2822778, 1657211, 2117906
 2822943, 1658638, 2117899
 2822299, 1657974, 2118096
 2822193, 1657471, 2117865
 2822404, 1658060, 2117858
 2822811, 1658270, 2118029
 2822930, 1657650, 2118132
 2822052, 1658398, 2117801
 2822257, 1657936, 2118084
 2822344, 1658192, 2118118
 2822848, 1658247, 2117894
 2822568, 1658040, 2118071
 2822185, 1658060, 2117738
 2822632, 1658120, 2118028
 2821943, 1657613, 2118033
 2822732, 1657910, 2118401
 2822879, 1657669, 2118116
 2822379, 1658138, 2118117
 2822841, 1658065, 2117865
 2822891, 1657757, 2117952
 2822228, 1658489, 2118230
 2822554, 1657635, 2118160
 2821757, 1657617, 2117984
 2821840, 1657905, 2117922
 2823385, 1657863, 2117945
 2822828, 1658530, 2117889
 2822017, 1658772, 2118035
 2822406, 1658590, 2117942
 2822639, 1658491, 2117978
 2822569, 1658072, 2118012
 2822762, 1658498, 2118002
 2822339, 1658507, 2117992
 2822393, 1658316, 2117857
 2821731, 1658196, 2117910
 2822464, 1657836, 2118167
 2822800, 1658179, 2117835
 2822196, 1658198, 2117671
 2821843, 1657367, 2117847
 2822502, 1658164, 2118225
 2822364, 1658333, 2117917
 2822648, 1658274, 2117829
 2822144, 1658046, 2118058
 2822798, 1657893, 2117803
 2822768, 1658050, 2117854
 2822361, 1657986, 2118000
 2822310, 1658191, 2117855
 2822606, 1657921, 2118163
 2822536, 1658441, 2117804
 2822461, 1658332, 2118132
 2822517, 1657648, 2117962
 2822201, 1658255, 2117985
 2822051, 1658463, 2118180
 2822667, 1657943, 2118170
 2822256, 1658039, 2117832
 2822826, 1658143, 2117819
 2822526, 1657268, 2117814
 2822910, 1657994, 2117881
 2822642, 1657808, 2117795
 2822405, 1657853, 2118118
 2822402, 1658461, 2117886
 2822015, 1658546, 2118057
 2822380, 1658025, 2118138
 2822379, 1657615, 2117968
 2822499, 1658226, 2117922
 2822366, 1657662, 2117873
 2822460, 1658731, 2118004
 2821847, 1657547, 2117878
 2822028, 1658392, 2118206
 2822544, 1657934, 2118065
 2822459, 1657906, 2117966
 2822465, 1658502, 2117760
 2822601, 1657822, 2117873
 2822616, 1657800, 2117863
 2822379, 1658440, 2118102
 2822640, 1657713, 2118051
 2822540, 1657960, 2117950
 2822793, 1657837, 2118017
 2822519, 1658159, 2117909
 2822659, 1657458, 2117976
 2821919, 1657992, 2117892
 2822656, 1658041, 2117997
 2822422, 1658072, 2117862
 2822399, 1658032, 2117797
 2822814, 1657699, 2118254
 2822404, 1658143, 2118090
 2821497, 1657748, 2118194
 2822842, 1659150, 2118074
 2822442, 1657464, 2118402
 2822637, 1658601, 2117850
 2822062, 1658197, 2118088
 2822161, 1658522, 2118072
 2822168, 1658204, 2117845
 2821883, 1657808, 2118023
 2822314, 1657420, 2117776
 2822666, 1657665, 2118079
 2822987, 1657742, 2118171
 2822072, 1658504, 2117976
 2822369, 1658688, 2118214
 2822463, 1658224, 2117713
 2822915, 1657519, 2117855
 2821729, 1657862, 2118150
 2822478, 1657718, 2117765
 2822372, 1657723, 2117687
 2822519, 1657898, 2117976
 2821945, 1657801, 2117795
 2822724, 1658043, 2118088
 2822067, 1658314, 2117807
 2821949, 1658270, 2117772
 2822430, 1657192, 2118057
 2822133, 1658018, 2117929
 2822429, 1658309, 2118184
 2822602, 1658181, 2117680
 2822128, 1658270, 2117988
 2823003, 1658072, 2117806
 2822811, 1657788, 2117945
 2822375, 1657689, 2117919
 2822264, 1658308, 2117830
 2822309, 1658246, 2117798
 2822575, 1658503, 2117943
 2822098, 1656996, 2118024
 2822345, 1658208, 2118074
 2822399, 1657846, 2118075
 2822673, 1658471, 2117698
 2822116, 1657972, 2117885
 2822722, 1658155, 2117949
 2822797, 1657724, 2117994
 2821902, 1657882, 2118081
 2822502, 1657739, 2118131
 2821971, 1658708, 2117936
 2822328, 1657959, 2117860
 2821881, 1657774, 2117859
 2822003, 1658137, 2117952
 2822670, 1658211, 2117872
 2821968, 1657795, 2117941
 2822121, 1658322, 2117876
 2822377, 1657841, 2117828
 2822455, 1658591, 2118013
 2822824, 1658430, 2118037
 2822307, 1658234, 2118326
 2822978, 1657618, 2117663
 2822520, 1657940, 2118057
 2822206, 1658402, 2117897
 2821866, 1657896, 2117778
 2822353, 1658008, 2117789
 2822808, 1657947, 2117884
 2822608, 1658348, 2117997
 2822522, 1657508, 2117852
 2822178, 1658054, 2117666
 2822510, 1658197, 2117825
 2822385, 1658083, 2118036
 2823188, 1658585, 2117714
 2822450, 1658143, 2117982
 2822859, 1658420, 2117942
 2822680, 1658436, 2117838
 2822117, 1658103, 2117923
 2822447, 1658439, 2117615
 2822519, 1658571, 2117890
 2822380, 1657732, 2117955
 2822917, 1658636, 2117902
 2822224, 1657625, 2118019
 2821655, 1658313, 2118257
 2822569, 1658111, 2117806
 2823194, 1658055, 2118002
 2822746, 1658714, 2117808
 2822199, 1657742, 2117737
 2822702, 1658800, 2117829
 2821774, 1658320, 2118204
 2822821, 1658725, 2117890
 2822364, 1657842, 2118091
 2823198, 1658461, 2117995
 2822603, 1658107, 2117896
 2822926, 1657528, 2117712
 2822582, 1657992, 2117909
 2822641, 1658245, 2117812
 2822766, 1658772, 2117971
 2822622, 1657940, 2117839
 2822620, 1657986, 2118055
 2822667, 1657391, 2117931
 2822292, 1658412, 2118134
 2822685, 1657968, 2117981
 2822470, 1657874, 2118108
 2822581, 1658350, 2117776
 2822798, 1658381, 2117688
 2821988, 1657746, 2117677
 2822553, 1658643, 2117823
 2822341, 1658771, 2118020
 2822822, 1658181, 2118204
 2822372, 1658266, 2117927
 2822496, 1658512, 2117647
 2822327, 1658787, 2117733
 2822709, 1657732, 2118129
 2822465, 1658165, 2117957
 2822448, 1658233, 2117999
 2822387, 1658184, 2117896
 2822573, 1658188, 2117976
 2822053, 1657732, 2117870
 2822403, 1658867, 2117971
 2822292, 1658475, 2117994
 2821453, 1657944, 2117777
 2822313, 1658117, 2117893
 2822660, 1657958, 2117856
 2822378, 1658063, 2117559
 2822558, 1658001, 2117999
 2822349, 1657912, 2117688
 2822786, 1658068, 2117961
 2821749, 1657694, 2117857
 2822390, 1658007, 2118060
 2823126, 1657974, 2117814
 2822455, 1658201, 2118047
 2822613, 1657649, 2117896
 2823134, 1657147, 2117840
 2822553, 1657641, 2117897
 2822268, 1658438, 2117795
 2822831, 1657749, 2117812
 2822075, 1658888, 2117789
 2822746, 1657452, 2117744
 2822564, 1657906, 2117948
 2822058, 1657935, 2117881
 2821786, 1657685, 2118165
 2822558, 1657644, 2118112
 2822359, 1657865, 2117752
 2822350, 1658899, 2118030
 2823348, 1658290, 2118019
 2822135, 1658259, 2117855
 2822164, 1657874, 2118052
 2822806, 1658465, 2117988
 2823066, 1657944, 2117644
 2822742, 1658729, 2118045
 2822877, 1658077, 2117848
 2822619, 1658743, 2118003
 2822851, 1658497, 2117949
 2822551, 1658099, 2117698
 2822324, 1658598, 2118053
 2822259, 1658582, 2117965
 2822425, 1658002, 2117745
 2821989, 1658653, 2117904
 2823052, 1658883, 2117921
 2822901, 1657620, 2117967
 2822619, 1657189, 2117965
 2822467, 1658224, 2117813
 2822758, 1658354, 2117816
 2822412, 1658352, 2118117
 2822029, 1658312, 2118049
 2823042, 1658577, 2117489
 2822786, 1658930, 2117751
 2822449, 1658391, 2117891
 2822399, 1658657, 2117923
 2822766, 1658274, 2117983
 2821676, 1658477, 2118055
 2821958, 1658561, 2117704
 2822977, 1658221, 2117569
 2822517, 1657818, 2117956
 2822309, 1657857, 2117683
 2821955, 1658204, 2117894
 2822611, 1657382, 2118074
 2822633, 1658380, 2117794
 2822099, 1658516, 2117901
 2822487, 1658585, 2117751
 2822593, 1658659, 2117844
 2822841, 1657042, 2118081
 2821990, 1658328, 2117623
 2822313, 1658362, 2118118
 2822829, 1658282, 2118044
 2822404, 1658006, 2117928
 2822709, 1657322, 2117669
 2822721, 1657927, 2117538
 2822659, 1658148, 2117880
 2822052, 1657760, 2117916
 2822502, 1658506, 2117661
 2822408, 1657741, 2117897
 2822812, 1657689, 2117910
 2822737, 1658482, 2117873
 2822582, 1658568, 2118128
 2822614, 1658632, 2118011
 2822522, 1658469, 2118091
 2822543, 1658207, 2117752
 2822510, 1657869, 2118009
 2822645, 1658587, 2117719
 2822649, 1657858, 2117899
 2823208, 1658583, 2117772
 2822564, 1658300, 2117978
 2822045, 1658187, 2118156
 2822368, 1658250, 2117945
 2822314, 1657912, 2118164
 2822305, 1658101, 2117876
 2821928, 1658599, 2118071
 2822774, 1658451, 2117677
 2822450, 1657340, 2117793
 2822216, 1658404, 2117820
 2823244, 1658188, 2117841
 2822578, 1658265, 2118010
 2822202, 1657616, 2117721
 2823036, 1658162, 2117474
 2822628, 1658215, 2117754
 2822681, 1658002, 2117680
 2822911, 1658481, 2117764
 2822642, 1658850, 2117762
 2822221, 1657568, 2117897
 2822247, 1657895, 2117867
 2822753, 1657858, 2117859
 2822395, 1658764, 2117917
 2822654, 1658405, 2117869
 2822101, 1657792, 2117860
 2822535, 1658425, 2117936
 2822363, 1658584, 2118044
 2822261, 1658972, 2117962
 2822692, 1658449, 2117789
 2822527, 1657972, 2117985
 2823049, 1657766, 2117976
 2822803, 1658508, 2117889
 2822568, 1658624, 2118031
 2822529, 1658503, 2118043
 2822315, 1657805, 2118252
 2822361, 1658285, 2118082
 2822522, 1657692, 2118204
 2822332, 1658814, 2117600
 2822263, 1657383, 2117835
 2822735, 1658925, 2117948
 2822446, 1657697, 2117962
 2822937, 1657928, 2117937
 2822474, 1658050, 2117866
 2822932, 1658031, 2117982
 2821891, 1657651, 2117718
 2822269, 1658205, 2117727
 2822797, 1658524, 2117946
 2822393, 1658327, 2117738
 2821921, 1658127, 2117815
 2822312, 1658070, 2117918
 2823242, 1657983, 2117911
 2822645, 1658299, 2117643
 2822405, 1658286, 2117901
 2822801, 1658219, 2117830
 2822282, 1658780, 2118086
 2822382, 1657755, 2118068
 2822448, 1658760, 2117960
 2822695, 1658143, 2117618
 2822040, 1658006, 2117917
 2822360, 1657998, 2117633
 2822123, 1657970, 2117826
 2822664, 1657991, 2117994
 2822963, 1658532, 2117748
 2822953, 1658686, 2118229
 2823069, 1658133, 2118072
 2822839, 1658576, 2117530
 2822521, 1658388, 2117914
 2822677, 1658209, 2117919
 2822484, 1658153, 2117939
 2822251, 1658762, 2118117
 2823176, 1658481, 2117774
 2822217, 1658512, 2117983
 2822120, 1658647, 2117884
 2822385, 1657936, 2117814
 2822535, 1658431, 2117749
 2822736, 1658002, 2118057
 2822366, 1657953, 2117772
 2822299, 1658668, 2117768
 2822628, 1658253, 2117986
 2822524, 1658354, 2118016
 2822079, 1658019, 2117818
 2821974, 1657808, 2117996
 2822741, 1658477, 2117808
 2822810, 1657609, 2117847
 2822509, 1657994, 2118075
 2822359, 1658680, 2117760
 2821615, 1658239, 2117927
 2822335, 1658211, 2117666
 2822455, 1658305, 2117690
 2822972, 1658577, 2117913
 2822201, 1658780, 2117665
